,J [mm/day],Q [mm/day],ET [mm/day]
4/28/2005,1.5,2.461198324,1.80646591
4/29/2005,1.5,2.181846369,4.154999601
4/30/2005,17.75,4.959603352,3.442022382
5/1/2005,3.5,3.309888268,3.701875877
5/2/2005,10.25,3.41477095,2.454109076
5/3/2005,2.25,3.367106145,3.177637492
5/4/2005,0.25,2.822103352,3.766629106
5/5/2005,5.75,2.73901676,2.643274208
5/6/2005,8.25,2.780824022,4.196151633
5/7/2005,4,3.446949721,2.808938808
5/8/2005,1.25,2.649821229,3.083286695
5/9/2005,1.25,2.442343575,2.948931001
5/10/2005,0.5,2.284441341,4.192600315
5/11/2005,0,2.137072626,5.700336693
5/12/2005,0,2.004410615,5.590134333
5/13/2005,0,1.877455307,4.567420185
5/14/2005,0,1.749670391,5.13908319
5/15/2005,0,1.653712291,6.72688565
5/16/2005,4.25,1.65672905,3.542583532
5/17/2005,0,1.574522346,3.321923802
5/18/2005,2.75,1.473083799,3.491194533
5/19/2005,7.75,1.471374302,2.630890436
5/20/2005,2.25,1.524846369,2.435329686
5/21/2005,5.25,1.432558659,2.493431179
5/22/2005,12.75,1.726215084,2.885294592
5/23/2005,6.25,1.853698324,3.289475944
5/24/2005,17.75,4.194502793,1.393881834
5/25/2005,2.25,3.122899441,4.168674179
5/26/2005,3.5,2.316268156,4.048946703
5/27/2005,0,1.973413408,5.606326998
5/28/2005,1.25,1.841505587,2.092127661
5/29/2005,0,1.673497207,6.114801277
5/30/2005,0,1.571581006,5.415309526
5/31/2005,0,1.500435754,5.489290702
6/1/2005,21.75,2.087723464,0.859217223
6/2/2005,7.75,3.534963687,1.650813773
6/3/2005,14.25,2.899206704,2.791543374
6/4/2005,5.25,3.665312849,1.477613761
6/5/2005,4.5,3.007055866,2.362443682
6/6/2005,0.5,3.014346369,2.786373126
6/7/2005,0,2.421150838,6.89463181
6/8/2005,0,2.169326816,6.63756523
6/9/2005,0,2.012329609,3.889276941
6/10/2005,0,1.889120112,5.619675992
6/11/2005,0,1.75502514,5.711039559
6/12/2005,0,1.656125698,2.169658148
6/13/2005,0,1.562907821,3.088263415
6/14/2005,0,1.466371508,4.322656023
6/15/2005,13.25,1.727472067,1.995378253
6/16/2005,22.25,3.781407821,0.633289385
6/17/2005,5,3.483251397,2.280298061
6/18/2005,0.25,2.419139665,6.171964728
6/19/2005,0,1.998201117,6.427637078
6/20/2005,0,1.811790503,5.984410368
6/21/2005,3.5,1.76178771,4.012193283
6/22/2005,0,1.607756983,6.778515692
6/23/2005,0,1.490078212,7.975452576
6/24/2005,9.75,1.695343575,1.334366649
6/25/2005,0.25,1.530477654,1.248203563
6/26/2005,0.25,1.377930168,6.54450361
6/27/2005,0,1.266913408,7.982731079
6/28/2005,13,1.420064246,5.736388907
6/29/2005,15,2.850938547,1.330304179
6/30/2005,3.5,2.032164804,2.413677883
7/1/2005,11,2.037268156,2.21958822
7/2/2005,2.25,2.429145251,1.616351817
7/3/2005,2,1.90573743,4.250685885
7/4/2005,4.5,1.885801676,2.988031203
7/5/2005,20.75,4.757128492,1.371478644
7/6/2005,1.5,4.307882682,2.322341079
7/7/2005,0.25,2.817955307,5.339091362
7/8/2005,0,2.334796089,5.763285472
7/9/2005,0,2.073268156,6.979157231
7/10/2005,0,1.892589385,7.958168113
7/11/2005,0,1.75276257,7.488402638
7/12/2005,0,1.648960894,5.116976309
7/13/2005,0,1.542997207,7.164024308
7/14/2005,0.25,1.43846648,7.797138699
7/15/2005,0.5,1.390701117,4.229577537
7/16/2005,0,1.307589385,5.854847598
7/17/2005,0,1.251175978,5.89798703
7/18/2005,4.25,1.259874302,2.765581225
7/19/2005,0,1.184203911,2.648472839
7/20/2005,0,1.112631285,4.609827083
7/21/2005,0,1.053452514,6.010128343
7/22/2005,0,1.030726257,1.777910668
7/23/2005,0,1.006139665,3.713776763
7/24/2005,33.75,3.208977654,0.379345873
7/25/2005,0.25,1.691019553,1.667797831
7/26/2005,0.25,1.272410615,3.129723599
7/27/2005,4,1.169824022,3.229810065
7/28/2005,26.25,3.63077095,0.527462529
7/29/2005,0.25,3.596731844,1.296814791
7/30/2005,6,2.171086592,2.073591917
7/31/2005,3.5,2.223226257,1.044290703
8/1/2005,0.5,1.902921788,2.419116638
8/2/2005,11.25,1.930248603,5.082370069
8/3/2005,0,2.376075419,2.800785483
8/4/2005,18.25,2.12103352,2.548134689
8/5/2005,7.5,6.437036313,3.736941512
8/6/2005,0.25,3.057662011,2.893753171
8/7/2005,0,2.439301676,6.031002263
8/8/2005,0,2.133276536,6.779293229
8/9/2005,0,1.935703911,6.410608754
8/10/2005,0,1.80527933,4.319861489
8/11/2005,0,1.673069832,4.373230027
8/12/2005,0,1.555340782,3.341764977
8/13/2005,19.25,2.421175978,1.164465156
8/14/2005,1,1.767167598,3.089333989
8/15/2005,0.25,1.536410615,4.064645632
8/16/2005,0,1.414030726,4.708409439
8/17/2005,0,1.311938547,6.032764876
8/18/2005,0,1.252206704,3.682605552
8/19/2005,0.25,1.201399441,2.927903765
8/20/2005,0,1.128821229,4.856140366
8/21/2005,3.75,1.083393855,4.860645453
8/22/2005,8.75,1.352715084,2.880396606
8/23/2005,0,1.103882682,2.91899939
8/24/2005,26,3.277835196,2.847265765
8/25/2005,5,1.700572626,2.432928405
8/26/2005,1.5,1.514136872,2.334467799
8/27/2005,0.75,1.381977654,3.570439554
8/28/2005,1.25,1.297282123,1.953806529
8/29/2005,9,1.450332402,2.713255811
8/30/2005,0.25,1.381324022,3.384098771
8/31/2005,1.75,1.289187151,1.585722727
9/1/2005,1.75,1.263594972,2.635243271
9/2/2005,0,1.159114525,4.644270718
9/3/2005,0,1.113058659,2.583577715
9/4/2005,2.5,1.106472067,2.407685298
9/5/2005,0,1.066927374,4.308963651
9/6/2005,0,0.999578212,4.070676187
9/7/2005,1.75,0.977832402,1.952864172
9/8/2005,20.5,1.533067039,1.196039843
9/9/2005,2.25,1.798969274,1.379804362
9/10/2005,2.5,1.413452514,0.374502218
9/11/2005,0.25,1.317997207,2.964952914
9/12/2005,0,1.182217877,4.323067705
9/13/2005,2,1.141391061,2.138504025
9/14/2005,15.75,2.755910615,2.630018398
9/15/2005,23.25,5.899424581,1.403328051
9/16/2005,0.25,4.230125698,2.922282291
9/17/2005,0.25,2.738815642,2.431524814
9/18/2005,0.25,2.317701117,1.640514271
9/19/2005,2.75,2.094611732,2.220971099
9/20/2005,5.5,2.103536313,2.837916921
9/21/2005,2.5,1.882332402,1.927527663
9/22/2005,0.5,1.758821229,2.908173954
9/23/2005,8.5,1.974569832,1.267178042
9/24/2005,1,1.712312849,1.907521656
9/25/2005,5.5,1.845377095,1.486886459
9/26/2005,20.5,4.225851955,1.304032479
9/27/2005,6.25,4.560913408,2.357760884
9/28/2005,39.5,15.10428771,0.781817037
9/29/2005,13.25,8.798103352,1.842545049
9/30/2005,39.25,23.12597765,0.694545404
10/1/2005,19,17.91615922,1.159987748
10/2/2005,0.25,9.853391061,1.837086653
10/3/2005,0,6.052022346,0.598374533
10/4/2005,0,4.425863128,0.987569458
10/5/2005,0.25,3.587706704,2.657029779
10/6/2005,0.25,3.096854749,0.425638925
10/7/2005,0.5,2.696681564,0.761377817
10/8/2005,13.5,3.32472067,0.779697591
10/9/2005,0.25,2.944935754,1.453462553
10/10/2005,0.5,2.404986034,2.202541883
10/11/2005,20.25,4.862689944,0.403297243
10/12/2005,13,10.08369553,0.807178364
10/13/2005,0,5.230382682,1.585667085
10/14/2005,0,3.951527933,0.419238211
10/15/2005,0,3.383346369,0.876645844
10/16/2005,0.75,2.942371508,0.989419515
10/17/2005,2.25,2.717924581,1.14366644
10/18/2005,11.25,2.624832402,0.234182616
10/19/2005,14.5,7.389100559,0.412740947
10/20/2005,14.25,7.642307263,1.015994142
10/21/2005,27.25,17.19369553,0.490072218
10/22/2005,2.75,9.525796089,0.629128081
10/23/2005,19.5,6.745424581,0.77915583
10/24/2005,49,36.72857263,0.587144088
10/25/2005,10.25,21.31597207,0.969867735
10/26/2005,10.5,11.92942458,0.401816789
10/27/2005,0,7.82851676,1.415820726
10/28/2005,4,5.897312849,0.750490717
10/29/2005,6,5.047114525,0.653708025
10/30/2005,10.75,6.130960894,1.217668613
10/31/2005,8.25,5.142192737,0.91447631
11/1/2005,8.25,6.104061453,1.267012602
11/2/2005,19.75,9.898743017,0.829330136
11/3/2005,47,27.83835754,0.593552379
11/4/2005,24.75,27.68206425,0.621192146
11/5/2005,22,16.91502235,0.308582785
11/6/2005,29.5,34.3003324,0.575565101
11/7/2005,34.5,17.41970112,1.180983256
11/8/2005,44.25,45.53467039,0.288212621
11/9/2005,5,14.39891899,0.9187186
11/10/2005,61,34.72589665,0.428629838
11/11/2005,30.5,32.48014525,0.489737132
11/12/2005,8,17.7975,0.619427849
11/13/2005,1,9.535776536,0.630066366
11/14/2005,1,6.593932961,0.662164396
11/15/2005,4,5.598804469,0.884835203
11/16/2005,1.75,4.452662011,0.328286495
11/17/2005,0,3.755840782,0.614186688
11/18/2005,0,3.291058659,0.52112301
11/19/2005,0.5,2.928544693,0.690471616
11/20/2005,0.25,2.619930168,0.52582786
11/21/2005,0,2.385653631,0.426829725
11/22/2005,0.25,2.18772905,0.687070869
11/23/2005,0.25,2.011927374,1.060236294
11/24/2005,7.5,2.204597765,0.346290966
11/25/2005,2.75,1.93346648,0.176329626
11/26/2005,1.5,1.896310056,0.228083588
11/27/2005,0.5,1.812067039,0.201518448
11/28/2005,0.25,1.657156425,0.165778573
11/29/2005,0,1.523664804,0.226521439
11/30/2005,6.75,1.722594972,0.295895456
12/1/2005,11,2.627120112,0.199592721
12/2/2005,17,6.180486034,0.17214168
12/3/2005,21.25,12.1692067,0.285429375
12/4/2005,16,10.34167877,0.344464228
12/5/2005,15,10.81624022,0.221401061
12/6/2005,3.25,10.49440223,0.032620646
12/7/2005,18.25,7.560226257,0.189661336
12/8/2005,7.25,16.13923743,0.280492686
12/9/2005,0.75,7.430756983,0.379589514
12/10/2005,0.25,5.514460894,0.357352191
12/11/2005,0.25,4.536955307,0.582074915
12/12/2005,0.5,3.947053073,0.132810086
12/13/2005,0,3.494639665,0.239418183
12/14/2005,0.25,2.816094972,0.319497121
12/15/2005,0.25,2.36403352,0.639350612
12/16/2005,13.75,3.699226257,0.683456136
12/17/2005,0.25,2.56198324,0.145896804
12/18/2005,21,4.866812849,0.263072444
12/19/2005,0,4.939064246,0.451972298
12/20/2005,3,3.463793296,0.284941681
12/21/2005,33.25,10.18669274,0.484289396
12/22/2005,1.75,11.09571788,0.673506452
12/23/2005,0.25,5.396153631,0.487564014
12/24/2005,4.5,4.446653631,0.150675511
12/25/2005,0.25,3.674036313,0.162928438
12/26/2005,0,3.22798324,0.243632024
12/27/2005,0,2.850284916,0
12/28/2005,0,2.525329609,0.047956757
12/29/2005,0,2.321421788,0.089852719
12/30/2005,40,12.63434078,0.286193382
12/31/2005,29.25,16.23875698,0.461979509
1/1/2006,15,18.549,0.198136057
1/2/2006,0.75,8.808460894,0.28437402
1/3/2006,8.5,6.799022346,0.241174945
1/4/2006,0,5.173868715,0.154409663
1/5/2006,0,4.224117318,0.048832542
1/6/2006,0,3.634667598,0.036826375
1/7/2006,0.75,3.238743017,0.14182451
1/8/2006,0,2.878944134,0.056468196
1/9/2006,1.75,2.643863128,0.173561766
1/10/2006,49.75,20.16877374,0.22025241
1/11/2006,14,21.08913687,0.3477374
1/12/2006,0.25,7.458209497,0.543234267
1/13/2006,4.25,4.944946927,0.419546166
1/14/2006,6.25,5.808469274,0.21097317
1/15/2006,2.75,4.237365922,0.231857273
1/16/2006,14.25,5.579044693,0.364141469
1/17/2006,11.5,6.913206704,0.367224024
1/18/2006,7.25,10.39464804,0.399306035
1/19/2006,7,8.300011173,0.460798914
1/20/2006,17.75,14.14075978,0.604414587
1/21/2006,0,7.539662011,0.480537289
1/22/2006,0,5.566977654,0.466657106
1/23/2006,0.25,4.707879888,0.172367312
1/24/2006,0,4.144550279,0.52249682
1/25/2006,0.25,3.704304469,0.399345537
1/26/2006,0,3.313106145,0.206814184
1/27/2006,0.25,3.000368715,0.489673801
1/28/2006,0.25,2.779365922,0.382307091
1/29/2006,0.25,2.552681564,0.495134844
1/30/2006,0,2.379418994,0.325878018
1/31/2006,0,2.238988827,0.413108
2/1/2006,0,2.108463687,0.351849326
2/2/2006,0.5,2.015597765,0.339586146
2/3/2006,0,1.916145251,0.161786966
2/4/2006,0.25,1.859505587,0.224217775
2/5/2006,0,1.796430168,0.409618654
2/6/2006,0,1.727346369,0.617840306
2/7/2006,21,2.91376257,0.51799597
2/8/2006,2.25,3.121391061,0.5374402
2/9/2006,0,2.138631285,0.636137175
2/10/2006,0,1.912575419,0.721042716
2/11/2006,6,1.865413408,0.575803055
2/12/2006,38.5,14.46139106,0.338143373
2/13/2006,0,6.91272905,0.35528059
2/14/2006,27,7.172597765,0.703076007
2/15/2006,11.5,21.20299441,0.6483185
2/16/2006,15.75,9.040575419,0.520404549
2/17/2006,5.25,11.22543855,0.955847599
2/18/2006,0,6.272069832,1.036805635
2/19/2006,0.5,4.79624581,0.136670768
2/20/2006,0,4.015935754,1.21266216
2/21/2006,1.5,3.511307263,0.549496971
2/22/2006,1.25,3.118826816,0.173078562
2/23/2006,3,2.881231844,0.207241465
2/24/2006,0.75,2.739268156,0.060071804
2/25/2006,1.5,2.510798883,0.69785942
2/26/2006,0.5,2.377458101,0.374847784
2/27/2006,2.5,2.318782123,0.640889683
2/28/2006,1,2.421075419,0.543830815
3/1/2006,4,2.181243017,0.179313293
3/2/2006,3.25,2.053634078,0.344523095
3/3/2006,0.25,1.940505587,0.769310321
3/4/2006,0.75,1.874438547,0.529211304
3/5/2006,1,1.878837989,0.627019075
3/6/2006,2.25,1.95677095,0.525118217
3/7/2006,19.5,13.16099162,0.383282592
3/8/2006,42.5,41.54256704,0.335590818
3/9/2006,9,14.38722905,0.624389571
3/10/2006,16.5,12.71564246,0.930829861
3/11/2006,1.75,8.217955307,0.654511622
3/12/2006,0.5,5.906011173,0.131152311
3/13/2006,5.5,4.836620112,0.306472034
3/14/2006,29.5,13.90457263,1.074107862
3/15/2006,2,11.03377374,0.35400608
3/16/2006,0.5,6.996846369,0.438791876
3/17/2006,1.25,5.136611732,0.186059909
3/18/2006,0,4.294357542,0.26027084
3/19/2006,1.25,3.851924581,1.021992153
3/20/2006,0,3.412055866,0.633982055
3/21/2006,0.25,3.019927374,0.631467138
3/22/2006,2.25,2.757318436,1.43313053
3/23/2006,0,2.54473743,1.591220397
3/24/2006,23.25,3.778667598,0.708041527
3/25/2006,31.75,18.4243324,0.879938617
3/26/2006,20.75,19.72556145,0.766688416
3/27/2006,41.75,36.92996648,0.521724572
3/28/2006,18.25,18.17260894,0.491630236
3/29/2006,7,11.22031006,1.157836196
3/30/2006,31,17.44184916,1.002042385
3/31/2006,9.5,16.24655866,1.60639515
4/1/2006,9.75,12.77419274,1.751257836
4/2/2006,20,15.09199441,0.545660824
4/3/2006,1,11.3697905,2.085611291
4/4/2006,0.25,6.855058659,2.694053264
4/5/2006,0,4.776486034,3.366068508
4/6/2006,6.75,4.116393855,0.789298933
4/7/2006,2,3.580013966,1.931390572
4/8/2006,5.75,3.316902235,1.514094173
4/9/2006,2,3.020581006,2.416505391
4/10/2006,0.25,2.597128492,3.391213212
4/11/2006,36.5,12.33427374,0.843058261
4/12/2006,7.25,6.289567039,2.198864795
4/13/2006,19,12.17518994,1.553717145
4/14/2006,2.75,6.814634078,3.733325269
4/15/2006,0,4.836444134,1.956293149
4/16/2006,0.5,3.928726257,1.772533086
4/17/2006,0,3.392949721,1.008871287
4/18/2006,6.75,3.048611732,1.698360752
4/19/2006,23,8.290382682,1.549527704
4/20/2006,7.5,5.233273743,1.57901803
4/21/2006,0.5,4.711022346,3.241465774
4/22/2006,0,3.838324022,2.841923341
4/23/2006,1.5,3.405393855,2.095779262
4/24/2006,0,3.048687151,1.716022176
4/25/2006,10.25,3.416103352,2.119598803
4/26/2006,0,2.804782123,3.409902314
4/27/2006,0,2.498706704,3.77731678
4/28/2006,0,2.314005587,3.833716648
4/29/2006,0,2.142452514,3.870685787
4/30/2006,5,2.055293296,1.82012608
5/1/2006,9,2.755081006,1.826158728
5/2/2006,2.5,2.109569832,1.564025798
5/3/2006,0.25,1.949304469,5.188677069
5/4/2006,1.5,1.833963687,4.339529041
5/5/2006,0,1.71452514,6.058577624
5/6/2006,5.75,1.72503352,3.098336802
5/7/2006,0,1.656226257,5.262427897
5/8/2006,22.5,3.32401676,1.132148775
5/9/2006,0.75,3.047178771,2.994978537
5/10/2006,0,2.182122905,5.521158083
5/11/2006,9.25,2.13149162,4.252669728
5/12/2006,0,1.969944134,6.429610003
5/13/2006,0,1.890930168,1.749804391
5/14/2006,0,1.790597765,4.025886676
5/15/2006,8.5,2.059114525,0.426380548
5/16/2006,0.25,1.939122905,2.541316339
5/17/2006,12.5,2.721997207,0.893262266
5/18/2006,17.5,3.137857542,2.868172699
5/19/2006,17,7.503586592,1.27306348
5/20/2006,16,13.21094413,1.193501047
5/21/2006,20,11.30324581,1.25045525
5/22/2006,11.75,12.81969553,1.178089839
5/23/2006,12,9.077530726,3.334224587
5/24/2006,20.75,14.33498883,2.235318066
5/25/2006,2,8.238921788,5.93432619
5/26/2006,46.25,31.60583799,1.249940309
5/27/2006,6,10.77101397,1.800596466
5/28/2006,0,6.870997207,3.341559768
5/29/2006,5.75,5.304117318,3.262726005
5/30/2006,0.25,4.168860335,3.506521169
5/31/2006,0,3.475156425,5.652464976
6/1/2006,0,2.997377095,6.103951464
6/2/2006,0,2.602810056,7.401895422
6/3/2006,0,2.328988827,8.627773598
6/4/2006,0,2.104818436,7.442004162
6/5/2006,0,1.966851955,6.057023547
6/6/2006,0,1.827175978,7.342946531
6/7/2006,2.5,1.699944134,6.839324586
6/8/2006,0,1.600416201,6.931303039
6/9/2006,0,1.473159218,8.958846795
6/10/2006,0,1.364329609,8.357689155
6/11/2006,2.25,1.308041899,5.98582601
6/12/2006,0.25,1.311988827,2.705541503
6/13/2006,1.5,1.256379888,2.375041772
6/14/2006,0.25,1.188050279,4.215363671
6/15/2006,0,1.119946927,6.437548608
6/16/2006,0,1.054860335,6.904237165
6/17/2006,0,1.004128492,7.683498496
6/18/2006,7,1.01478771,2.00797161
6/19/2006,6.5,1.167184358,1.678153694
6/20/2006,13.75,1.343438547,2.708935216
6/21/2006,0.25,1.279784916,3.746664938
6/22/2006,0.5,0.974463687,1.984434
6/23/2006,0,0.891905028,5.837196649
6/24/2006,0,0.85952514,2.614934856
6/25/2006,0.5,0.845069832,1.891428738
6/26/2006,3.5,0.825486034,1.282295641
6/27/2006,9,0.978511173,1.745444429
6/28/2006,0.5,0.90447486,3.160861348
6/29/2006,0,0.810226257,4.158455094
6/30/2006,0,0.770857542,2.728247805
7/1/2006,0,0.735184358,3.714399618
7/2/2006,0,0.709114525,2.166066388
7/3/2006,0,0.682868715,2.339434505
7/4/2006,0,0.66147486,1.551302205
7/5/2006,10.75,0.752782123,2.129281083
7/6/2006,0.25,0.712106145,2.203274182
7/7/2006,0.5,0.664013966,0.872313716
7/8/2006,10,0.67726257,0.989611986
7/9/2006,10,1.198357542,1.304390666
7/10/2006,3.75,0.807385475,1.263117794
7/11/2006,0.25,0.729553073,2.556858354
7/12/2006,1,0.657703911,0.778384119
7/13/2006,0.25,0.637139665,1.178741397
7/14/2006,0,0.614212291,0.869265061
7/15/2006,0,0.609410615,0.855777088
7/16/2006,0,0.604835196,0.874377746
7/17/2006,0,0.604382682,0.934931812
7/18/2006,0,0.591410615,0.822961846
7/19/2006,0,0.582963687,0.460344255
7/20/2006,0.75,0.583944134,0.241494776
7/21/2006,0,0.59022905,0.486484104
7/22/2006,0.5,0.589977654,0.376179411
7/23/2006,0.75,0.588142458,0.444634008
7/24/2006,0,0.585477654,0.529715755
7/25/2006,0,0.580952514,0.308790532
7/26/2006,0,0.577634078,0.186101678
7/27/2006,0,0.579444134,0.205528473
7/28/2006,0,0.579494413,0.215343887
7/29/2006,4.25,0.577960894,0.053440714
7/30/2006,9.5,0.697751397,1.099142162
7/31/2006,14.5,0.766307263,1.180495008
8/1/2006,3.5,0.701648045,0.618612386
8/2/2006,0.5,0.602924581,0.208857065
8/3/2006,0,0.581530726,0.256342665
8/4/2006,1.25,0.580927374,0.11720816
8/5/2006,0.25,0.582134078,0.200963348
8/6/2006,1.75,0.580097765,0.139255604
8/7/2006,2,0.580776536,0.236898807
8/8/2006,1.5,0.579293296,0.200489793
8/9/2006,0.5,0.582284916,0.196127204
8/10/2006,1,0.580349162,0.036711284
8/11/2006,0.75,0.583944134,0.131718368
8/12/2006,0,0.587337989,0.262555675
8/13/2006,1,0.581631285,0.070471718
8/14/2006,0.25,0.586432961,0.200252209
8/15/2006,0.25,0.581631285,0.074039762
8/16/2006,1.25,0.580650838,0.070677099
8/17/2006,8.25,0.638371508,0.186754941
8/18/2006,28.25,1.985656425,0.582090798
8/19/2006,43.25,7.488,1.054194581
8/20/2006,10,5.725583799,0.789669069
8/21/2006,11.5,7.133455307,2.225966913
8/22/2006,2,3.685298883,3.232591394
8/23/2006,6.75,3.065656425,2.627617741
8/24/2006,0.25,2.335902235,4.092328971
8/25/2006,9,2.094863128,2.905521205
8/26/2006,12,3.411980447,1.694116943
8/27/2006,8.5,3.225494413,2.870993137
8/28/2006,4.5,2.94900838,2.623393828
8/29/2006,1.75,2.552631285,1.796390595
8/30/2006,8.75,2.342086592,2.139826077
8/31/2006,41.25,10.97773743,0.986764435
9/1/2006,9.75,11.08065922,2.356322343
9/2/2006,23.5,9.763818436,0.419816231
9/3/2006,10,13.2916676,0.965160753
9/4/2006,5.75,7.051122905,2.323228946
9/5/2006,1,5.185910615,2.673320913
9/6/2006,8.25,4.460631285,1.638968563
9/7/2006,0.25,3.689673184,3.76899405
9/8/2006,0,3.075988827,4.349723581
9/9/2006,0.25,2.657815642,3.309150359
9/10/2006,0,2.332206704,4.684374613
9/11/2006,0,2.107181564,3.999225513
9/12/2006,0.5,1.925798883,2.387077867
9/13/2006,0,1.759902235,2.92513876
9/14/2006,9,1.834139665,0.848843226
9/15/2006,0,1.610371508,3.818236147
9/16/2006,0,1.449527933,4.394632577
9/17/2006,1,1.361790503,1.542923475
9/18/2006,9.5,1.503276536,1.949867308
9/19/2006,0.25,1.410863128,2.492355765
9/20/2006,0,1.226363128,2.469583291
9/21/2006,0.5,1.116477654,4.18927408
9/22/2006,2.25,1.061497207,1.750924005
9/23/2006,0.5,1.027106145,2.149649085
9/24/2006,6,1.116402235,1.955043025
9/25/2006,0,0.982407821,3.050348713
9/26/2006,0,0.932958101,3.344741348
9/27/2006,12,1.042994413,0.571169543
9/28/2006,6.25,1.646296089,1.318433031
9/29/2006,12,2.008131285,0.577626713
9/30/2006,12.25,2.202134078,1.247428679
10/1/2006,31.5,7.543458101,0.845697505
10/2/2006,18.25,11.13800279,0.896674103
10/3/2006,5.25,7.349304469,0.757673231
10/4/2006,0.5,5.135480447,1.8022779
10/5/2006,74.25,29.83185754,0.323925441
10/6/2006,28.75,29.59763128,1.161245533
10/7/2006,0.5,12.96957821,1.859395335
10/8/2006,1.25,7.181094972,1.833584458
10/9/2006,3.75,5.144329609,2.228884658
10/10/2006,0.5,3.962941341,1.686175875
10/11/2006,18.25,6.94123743,0.861611483
10/12/2006,1,4.526773743,0.60764621
10/13/2006,0.25,3.766801676,1.352452669
10/14/2006,0,3.313986034,1.113871995
10/15/2006,0,2.870949721,0.811494715
10/16/2006,1.75,2.559318436,0.369849058
10/17/2006,7.25,2.712921788,0.061456202
10/18/2006,0,2.465648045,0.658956073
10/19/2006,25.75,5.793159218,0.755261977
10/20/2006,14,10.38245531,0.470600586
10/21/2006,17,13.55078212,1.210152641
10/22/2006,9,16.43990782,0.412198138
10/23/2006,5,9.042561453,0.7758198
10/24/2006,3.25,6.01501676,0.973476246
10/25/2006,18.5,13.52948883,0.002731632
10/26/2006,4.75,10.86536313,1.121617378
10/27/2006,2,6.496592179,0.441789107
10/28/2006,19.75,8.828120112,0.170834418
10/29/2006,0.5,6.776648045,1.30990823
10/30/2006,8.25,5.375639665,0.594250122
10/31/2006,9.75,6.901290503,0.549837269
11/1/2006,0,5.016871508,1.037983538
11/2/2006,0,4.12496648,0.588649895
11/3/2006,0,3.647840782,1.429073527
11/4/2006,0.5,3.220592179,1.04607653
11/5/2006,0,2.862226257,0.639752039
11/6/2006,0,2.54478771,1.411071957
11/7/2006,0,2.272927374,1.932022134
11/8/2006,24.25,4.338125698,0.36997216
11/9/2006,0,3.304081006,0.434492152
11/10/2006,26.25,5.636463687,0.44629052
11/11/2006,6.25,7.819893855,0.717890521
11/12/2006,19.5,6.466072626,0.442065715
11/13/2006,9.25,12.29802235,0.826191466
11/14/2006,31.5,11.95134637,0.341752657
11/15/2006,18.75,21.93855587,0.299624937
11/16/2006,10,11.32260335,0.325095492
11/17/2006,7.25,8.735405028,0.337420382
11/18/2006,10.25,8.040670391,0.567823226
11/19/2006,34.75,15.16557821,0.625619788
11/20/2006,17.25,25.49984078,0.887247209
11/21/2006,7.25,10.17605866,0.616796948
11/22/2006,24.5,9.951234637,0.203373819
11/23/2006,18.75,19.23807821,0.516414613
11/24/2006,18.75,15.13161453,0.121221892
11/25/2006,7.5,14.31093017,0.429584998
11/26/2006,11,12.59801397,0.750940951
11/27/2006,8,9.041882682,0.658482872
11/28/2006,11.5,10.70962291,0.410474399
11/29/2006,2.75,7.177751397,0.206322679
11/30/2006,3.25,5.520871508,1.133241267
12/1/2006,10,5.931,0.298458737
12/2/2006,6.2316075,4.837801676,0.427583398
12/3/2006,24.98859262,14.69767877,0.622780698
12/4/2006,36.18939749,19.05257263,0.49251206
12/5/2006,47.17127191,41.89334078,0.521048396
12/6/2006,21.41485211,25.06580447,0.358343408
12/7/2006,31.3792181,26.94248045,0.529587364
12/8/2006,19.26956937,25.92847207,0.256670766
12/9/2006,8.467001255,15.75482682,0.21243118
12/10/2006,63.78683811,32.94718994,0.15224341
12/11/2006,55.41961577,61.03448045,0.576710526
12/12/2006,17.73880947,18.69036034,0.362978152
12/13/2006,10.96916183,12.39448324,0.271919977
12/14/2006,28.53158237,16.32411453,0.1228303
12/15/2006,37.27368388,35.51963128,0.079435758
12/16/2006,6.922588515,15.8054581,0.156371331
12/17/2006,4.358538345,9.685458101,0.215912171
12/18/2006,6.233857665,8.118930168,0.135915016
12/19/2006,0.635447715,6.105343575,0.445881633
12/20/2006,0.87332589,4.877824022,0.446641578
12/21/2006,0.170821025,4.129189944,0.420183766
12/22/2006,0.32865642,3.605530726,0.281212698
12/23/2006,0.08004278,3.193315642,0.07674436
12/24/2006,0.25,2.836910615,0.156337775
12/25/2006,0.75,2.625385475,0.10691522
12/26/2006,0.5,2.399002793,0.123783785
12/27/2006,4.25,2.416751397,0.118532243
12/28/2006,2,2.411572626,0.063949794
12/29/2006,33.75,5.386374302,0.265457878
12/30/2006,38,23.43469274,0.419635453
12/31/2006,13.25,17.35996927,0.6300067
1/1/2007,15,13.52139385,0.492415828
1/2/2007,0.5,9.656798883,0.422459456
1/3/2007,31.75,11.97216201,0.341951644
1/4/2007,2.25,11.08355028,0.416466368
1/5/2007,12.75,9.25647486,0.233042288
1/6/2007,8.75,8.103469274,0.183872959
1/7/2007,69.25,38.94697207,0.26611347
1/8/2007,19.25,25.35983799,0.134558635
1/9/2007,48.75,42.1800838,0.227124839
1/10/2007,22.5,24.10936592,0.397002376
1/11/2007,47.5,44.09386592,0.625874529
1/12/2007,11.5,13.24737151,0.299248278
1/13/2007,24.25,16.89066201,0.359661878
1/14/2007,0,11.71714525,0.465339195
1/15/2007,2.5,7.619329609,0.560350288
